relation_raw,category_50,category_simple
similar to,Etiology_AssociatedWith,Liên quan
situated in,Anatomy_LocatedIn,Nằm ở
slows,Etiology_AssociatedWith,Liên quan
slows down,Etiology_AssociatedWith,Liên quan
slows growth of,Etiology_AssociatedWith,Liên quan
slows the release of,Etiology_AssociatedWith,Liên quan
spares,Etiology_AssociatedWith,Liên quan
sparing,Etiology_AssociatedWith,Liên quan
speak in,Etiology_AssociatedWith,Liên quan
specifically inhibits,MoA_InhibitionBlockade,Ức chế
specifically involves,Etiology_AssociatedWith,Liên quan
specifically targets,Etiology_AssociatedWith,Liên quan
spreads to,Temporal_Progression,Tiến triển
stabilizes,Etiology_AssociatedWith,Liên quan
stain positively for,Diagnosis_ImagingFinding,Hình ảnh
starts before,Temporal_OnsetAge,Tuổi khởi phát
starts in,Temporal_OnsetAge,Tuổi khởi phát
stimulates,MoA_ActivationInduction,Kích hoạt
stimulates release of,MoA_ActivationInduction,Kích hoạt
stimulates the production of,MoA_ActivationInduction,Kích hoạt
stimulates the release of,MoA_ActivationInduction,Kích hoạt
struggle to form,Etiology_AssociatedWith,Liên quan
studied for,Etiology_AssociatedWith,Liên quan
substitutes,Etiology_AssociatedWith,Liên quan
such as,Etiology_AssociatedWith,Liên quan
suggest,Etiology_AssociatedWith,Liên quan
suggest that,Etiology_AssociatedWith,Liên quan
suggests,Etiology_AssociatedWith,Liên quan
suggests a link between,Anatomy_SpatialRelation,Vị trí tương đối
suggests that,Etiology_AssociatedWith,Liên quan
supplies,Etiology_AssociatedWith,Liên quan
supports,Etiology_AssociatedWith,Liên quan
supports normal growth and development during,Etiology_AssociatedWith,Liên quan
supports proliferation of,Etiology_AssociatedWith,Liên quan
suppress,Etiology_AssociatedWith,Liên quan
suppresses,MoA_InhibitionBlockade,Ức chế
suppresses expression of,MoA_InhibitionBlockade,Ức chế
suppresses release of,MoA_InhibitionBlockade,Ức chế
suppresses the actions of,MoA_InhibitionBlockade,Ức chế
suppresses the production of,MoA_InhibitionBlockade,Ức chế
suppresses the release of,MoA_InhibitionBlockade,Ức chế
suppresses viral replication by inhibiting,MoA_InhibitionBlockade,Ức chế
synergistic interaction,DrugInteraction,Tương tác thuốc
synthesize,Etiology_AssociatedWith,Liên quan
synthesized by,Taxonomy_ProductOf,Tạo ra bởi
takes,Etiology_AssociatedWith,Liên quan
takes part in,Etiology_AssociatedWith,Liên quan
target,Etiology_AssociatedWith,Liên quan
targets,Etiology_AssociatedWith,Liên quan
targets and destroys,Etiology_AssociatedWith,Liên quan
targets proteins including,Etiology_AssociatedWith,Liên quan
tend to be,Etiology_AssociatedWith,Liên quan
tend to be complicated by,Clinical_Complication,Biến chứng
tend to subside when in,Etiology_AssociatedWith,Liên quan
tends to be,Etiology_AssociatedWith,Liên quan
tends to be more challenging to control than,Etiology_AssociatedWith,Liên quan
tends to persist throughout,Temporal_DurationResolution,Thời gian / hồi phục
terminates,Etiology_AssociatedWith,Liên quan
thickens,Etiology_AssociatedWith,Liên quan
thought to have,Etiology_AssociatedWith,Liên quan
through,Etiology_AssociatedWith,Liên quan
transformed to,Etiology_AssociatedWith,Liên quan
transforms to,Etiology_AssociatedWith,Liên quan
translates into,Etiology_AssociatedWith,Liên quan
translocates to,Etiology_AssociatedWith,Liên quan
transporter,Etiology_AssociatedWith,Liên quan
traps,Etiology_AssociatedWith,Liên quan
treat,Treatment_IndicationUse,Điều trị / chỉ định
treated with,Treatment_IndicationUse,Điều trị / chỉ định
treatment includes,Treatment_IndicationUse,Điều trị / chỉ định
treatment involves,Treatment_IndicationUse,Điều trị / chỉ định
treatment is,Treatment_IndicationUse,Điều trị / chỉ định
treatment may include,Treatment_IndicationUse,Điều trị / chỉ định
treats,Treatment_IndicationUse,Điều trị / chỉ định
treats infections caused by,Treatment_IndicationUse,Điều trị / chỉ định
triggered by,Etiology_TriggerExacerbating,Kích hoạt / làm nặng
triggers,Etiology_AssociatedWith,Liên quan
triggers episodes of,Etiology_AssociatedWith,Liên quan
triggers include,Etiology_AssociatedWith,Liên quan
types include,Etiology_AssociatedWith,Liên quan
typically accompanied by,Etiology_AssociatedWith,Liên quan
typically affects,Etiology_AssociatedWith,Liên quan
typically appears on,Clinical_ManifestationPresentation,Biểu hiện
typically arise in,Etiology_AssociatedWith,Liên quan
typically arises from,Etiology_CausedBy,Do nguyên nhân
typically begins as,Temporal_OnsetAge,Tuổi khởi phát
typically begins in,Temporal_OnsetAge,Tuổi khởi phát
typically begins with,Temporal_OnsetAge,Tuổi khởi phát
typically develops during,Etiology_AssociatedWith,Liên quan
typically does not affect,Etiology_AssociatedWith,Liên quan
typically emerges between,Anatomy_SpatialRelation,Vị trí tương đối
typically exhibit,Etiology_AssociatedWith,Liên quan
typically has normal levels of,Etiology_AssociatedWith,Liên quan
typically have,Etiology_AssociatedWith,Liên quan
typically includes,Taxonomy_PartOf,Thành phần của
typically involves,Etiology_AssociatedWith,Liên quan
typically manifest as,Clinical_ManifestationPresentation,Biểu hiện
typically manifests around,Clinical_ManifestationPresentation,Biểu hiện
typically manifests in,Clinical_ManifestationPresentation,Biểu hiện
typically occurs at,Etiology_AssociatedWith,Liên quan
typically occurs during,Etiology_AssociatedWith,Liên quan
typically occurs in,Etiology_AssociatedWith,Liên quan
typically present as,Clinical_ManifestationPresentation,Biểu hiện
typically present with,Clinical_ManifestationPresentation,Biểu hiện
typically present with symptoms during,Clinical_ManifestationPresentation,Biểu hiện
typically presents after,Clinical_ManifestationPresentation,Biểu hiện
typically presents as,Clinical_ManifestationPresentation,Biểu hiện
typically presents at,Clinical_ManifestationPresentation,Biểu hiện
typically presents between,Clinical_ManifestationPresentation,Biểu hiện
typically presents during,Clinical_ManifestationPresentation,Biểu hiện
typically presents in,Clinical_ManifestationPresentation,Biểu hiện
typically presents with,Clinical_ManifestationPresentation,Biểu hiện
typically reach a height of,Etiology_AssociatedWith,Liên quan
undergoes,Etiology_AssociatedWith,Liên quan
undergoes active transport into,Etiology_AssociatedWith,Liên quan
undergoes decomposition by,Etiology_AssociatedWith,Liên quan
undergoes discoloration when exposed to,Etiology_AssociatedWith,Liên quan
undergoes excretion in,PK_ExcretionClearance,Thải trừ
underscores the importance of,Etiology_AssociatedWith,Liên quan
upregulates,Anatomy_ExpressedIn,Biểu hiện ở
used after,Etiology_AssociatedWith,Liên quan
used as,Etiology_AssociatedWith,Liên quan
used for,Treatment_IndicationUse,Điều trị / chỉ định
used for the treatment of,Treatment_IndicationUse,Điều trị / chỉ định
used in,Etiology_AssociatedWith,Liên quan
used in combination with,DrugInteraction,Tương tác thuốc
used in the treatment of,Treatment_IndicationUse,Điều trị / chỉ định
used to block,Treatment_IndicationUse,Điều trị / chỉ định
used to maintain,Treatment_IndicationUse,Điều trị / chỉ định
used to manage,Treatment_IndicationUse,Điều trị / chỉ định
used to prevent and treat,Treatment_IndicationUse,Điều trị / chỉ định
used to treat,Treatment_IndicationUse,Điều trị / chỉ định
used with,Etiology_AssociatedWith,Liên quan
uses,Etiology_AssociatedWith,Liên quan
uses agents like,Etiology_AssociatedWith,Liên quan
uses agents other than,Etiology_AssociatedWith,Liên quan
usually spares,Etiology_AssociatedWith,Liên quan
utilize,Etiology_AssociatedWith,Liên quan
values are,Etiology_AssociatedWith,Liên quan
varies depending on,Etiology_AssociatedWith,Liên quan
varies from,Etiology_AssociatedWith,Liên quan
varies widely among,Etiology_AssociatedWith,Liên quan
varies widely in,Etiology_AssociatedWith,Liên quan
vary in,Etiology_AssociatedWith,Liên quan
vasodilates,Etiology_AssociatedWith,Liên quan
visualize,Etiology_AssociatedWith,Liên quan
visualizes,Etiology_AssociatedWith,Liên quan
warrants,Etiology_AssociatedWith,Liên quan
warrants attention from,Safety_WarningCaution,Cảnh báo
was acquired by,Etiology_AssociatedWith,Liên quan
was approved again in,Regulatory_Status,Trạng thái phê duyệt
was approved as,Regulatory_Status,Trạng thái phê duyệt
was approved by,Regulatory_Status,Trạng thái phê duyệt
was approved for,Regulatory_Status,Trạng thái phê duyệt
was approved for human use in,Regulatory_Status,Trạng thái phê duyệt
was approved for marketing in,Regulatory_Status,Trạng thái phê duyệt
was approved for prescription use in,Regulatory_Status,Trạng thái phê duyệt
was approved for the treatment of,Regulatory_Status,Trạng thái phê duyệt
was approved for use in,Regulatory_Status,Trạng thái phê duyệt
was approved in,Regulatory_Status,Trạng thái phê duyệt
was approved on,Regulatory_Status,Trạng thái phê duyệt
was associated with an improvement in,Etiology_AssociatedWith,Liên quan
was born to,Etiology_AssociatedWith,Liên quan
was co developed by,Etiology_AssociatedWith,Liên quan
was commonly used as,Etiology_AssociatedWith,Liên quan
was derived in,Etiology_AssociatedWith,Liên quan
was described at the end of,Etiology_AssociatedWith,Liên quan
was described by,Etiology_AssociatedWith,Liên quan
was described in,Etiology_AssociatedWith,Liên quan
was developed at,Etiology_AssociatedWith,Liên quan
was developed based on,Etiology_AssociatedWith,Liên quan
was developed by,Etiology_AssociatedWith,Liên quan
was developed during,Etiology_AssociatedWith,Liên quan
was developed for,Etiology_AssociatedWith,Liên quan
was developed in,Etiology_AssociatedWith,Liên quan
was discontinued in favor of,Etiology_AssociatedWith,Liên quan
was discovered at,Etiology_AssociatedWith,Liên quan
was discovered in,Etiology_AssociatedWith,Liên quan
was first approved by,Regulatory_Status,Trạng thái phê duyệt
was first approved in,Regulatory_Status,Trạng thái phê duyệt
was first approved on,Regulatory_Status,Trạng thái phê duyệt
was first commercially available in,Etiology_AssociatedWith,Liên quan
was first derived in,Etiology_AssociatedWith,Liên quan
was first described among,Etiology_AssociatedWith,Liên quan
was first described at,Etiology_AssociatedWith,Liên quan
was first described in,Etiology_AssociatedWith,Liên quan
was first identified in,Etiology_AssociatedWith,Liên quan
was first introduced in,Etiology_AssociatedWith,Liên quan
was first introduced in the,Etiology_AssociatedWith,Liên quan
was first isolated from,Taxonomy_DerivedFrom,Nguồn gốc từ
was first isolated in,Etiology_AssociatedWith,Liên quan
was first reported in,Epidemiology_PrevalenceIncidence,Tần suất mắc
was first researched in the west in,Etiology_AssociatedWith,Liên quan
was first synthesized by,Taxonomy_ProductOf,Tạo ra bởi
was first synthesized in,Etiology_AssociatedWith,Liên quan
was formerly used for,Treatment_IndicationUse,Điều trị / chỉ định
was formulated into,Etiology_AssociatedWith,Liên quan
was given fda approval on,Regulatory_Status,Trạng thái phê duyệt
was granted,Regulatory_Status,Trạng thái phê duyệt
was initially approved for use as,Regulatory_Status,Trạng thái phê duyệt
was initially considered,Etiology_AssociatedWith,Liên quan
was initially described in,Etiology_AssociatedWith,Liên quan
was initially introduced as,Etiology_AssociatedWith,Liên quan
was intended for the treatment of,Treatment_IndicationUse,Điều trị / chỉ định
was introduced in,Etiology_AssociatedWith,Liên quan
was introduced in the year,Etiology_AssociatedWith,Liên quan
was last reported in,Epidemiology_PrevalenceIncidence,Tần suất mắc
was manufactured by,Etiology_AssociatedWith,Liên quan
was marketed for use as,Etiology_AssociatedWith,Liên quan
was marketed in,Etiology_AssociatedWith,Liên quan
was named,Etiology_AssociatedWith,Liên quan
was once a,Etiology_AssociatedWith,Liên quan
was originally described in,Etiology_AssociatedWith,Liên quan
was patented in,Etiology_AssociatedWith,Liên quan
was previously marketed by,Etiology_AssociatedWith,Liên quan
was proven to have,Etiology_AssociatedWith,Liên quan
was removed from,Regulatory_Status,Trạng thái phê duyệt
was synthesized at,Etiology_AssociatedWith,Liên quan
was synthesized by,Taxonomy_ProductOf,Tạo ra bởi
was synthesized in,Etiology_AssociatedWith,Liên quan
was taken off the market due to,Etiology_CausedBy,Do nguyên nhân
was tested in a study with,Etiology_AssociatedWith,Liên quan
was used in,Etiology_AssociatedWith,Liên quan
was used in the management of,Treatment_ManagementCare,Theo dõi / chăm sóc
was used in the treatment of,Treatment_IndicationUse,Điều trị / chỉ định
was used to treat,Treatment_IndicationUse,Điều trị / chỉ định
was withdrawn due to,Regulatory_Status,Trạng thái phê duyệt
was withdrawn from,Regulatory_Status,Trạng thái phê duyệt
was withdrawn in,Regulatory_Status,Trạng thái phê duyệt
was withdrawn on,Regulatory_Status,Trạng thái phê duyệt
weigh less than,Etiology_AssociatedWith,Liên quan
weighing at least,Etiology_AssociatedWith,Liên quan
were,Etiology_AssociatedWith,Liên quan
were identified at,Etiology_AssociatedWith,Liên quan
were observed in,Etiology_AssociatedWith,Liên quan
when to see a doctor includes,Taxonomy_PartOf,Thành phần của
will eventually conceive,Etiology_AssociatedWith,Liên quan
will monitor,Treatment_ManagementCare,Theo dõi / chăm sóc
with,Etiology_AssociatedWith,Liên quan
with a family history of,Etiology_AssociatedWith,Liên quan
withdrawn from,Regulatory_Status,Trạng thái phê duyệt
work with,Etiology_AssociatedWith,Liên quan
works against,Etiology_AssociatedWith,Liên quan
works as,Etiology_AssociatedWith,Liên quan
works by,MoA_ModulationOther,Điều hòa khác
works by antagonizing,MoA_ModulationOther,Điều hòa khác
works by attacking,MoA_ModulationOther,Điều hòa khác
